human,1.0000001192092896
human_beings,0.6139679551124573
humans,0.5917960405349731
impertinent_flamboyant_endearingly,0.5868303179740906
employee_Laura_Althouse,0.5639359354972839
humankind,0.5636305809020996
Human,0.5524994134902954
mankind,0.5346406102180481
Christine_Gaugler_head,0.5272535681724548
humanity,0.5262271165847778
sentient_intelligent,0.520149290561676
nonhuman,0.5158316493034363
nonhuman_animals,0.5148903727531433
growth_hormone_misbranding,0.5118885040283203
nonhuman_species,0.5054226517677307
tiniest_fragments,0.5019494295120239
animal,0.49877768754959106
Treating_Gina,0.494171679019928
Broadcastr_seeks,0.4918348491191864
Stephen_Mimnaugh,0.4915102422237396
sentient_beings,0.4901559352874756
bodily,0.48965343832969666
nonhumans,0.48545315861701965
Douglas_Interiano_spokesman,0.4853293299674988
intelligence_HUMINT,0.48333367705345154
®_Nasdaq_KNXA,0.48195919394493103
machine_interfaces_HMIs,0.48134151101112366
evolutionary_adaptations,0.47514888644218445
interfaces_HMI,0.4714157283306122
homo_sapiens,0.46880772709846497
beings,0.468618780374527
Human_beings,0.46829015016555786
mankinds,0.4668985903263092
finiteness,0.4645306468009949
executive_Nancy_Tullos,0.4604729413986206
inanimate,0.45744436979293823
prehuman,0.4573292136192322
transmissable,0.4564621150493622
embryo_clones,0.45624133944511414
fallenness,0.45608842372894287
addition_Exponent_evaluates,0.45543545484542847
sentient_creature,0.45398035645484924
sentient,0.45397087931632996
bullet_shell_casing,0.4528302550315857
Humans,0.45264655351638794
Addex_Pharmaceuticals_www.addexpharma.com_discovers,0.45002347230911255
John_L._VandeBerg,0.44979867339134216
natural,0.44833338260650635
displaying_depraved_indifference,0.448326975107193
humanness,0.4478735029697418
sentience,0.44722607731819153
Savvion_BPM_platform,0.4471215009689331
superorganism,0.4470677971839905
NASDAQ_KNXA_global,0.44593438506126404
vertebrate_animals,0.445374071598053
nonliving,0.44524049758911133
spiritual_beings,0.44508522748947144
comparative_anatomy,0.4448219835758209
creaturely,0.44442033767700195
chimp_genomes,0.4440094232559204
Patricia_Prue,0.44308358430862427
mortal_beings,0.44274675846099854
finitude,0.44232377409935
bipedal_locomotion,0.4422861933708191
totipotent,0.44224387407302856
animality,0.4422043561935425
teratology,0.44217032194137573
mammalian,0.44115665555000305
Nancy_Tullos,0.44104403257369995
opposable_thumb,0.4409317076206207
multi_celled_organisms,0.4391888976097107
nonhuman_primate,0.4391160011291504
interferon_beta_protein,0.43862149119377136
superintelligent,0.43735820055007935
develops_allosteric_modulators,0.4372589886188507
platform_Platinum_HRM,0.4339616298675537
chemosignals,0.4338597357273102
Marilyn_Hausammann,0.4331941604614258
evolutionarily_adaptive,0.4328732490539551
skeletons_skulls,0.4327971041202545
evolutionarily_ancient,0.432683527469635
fossilized_insides,0.43256956338882446
